userName,score,at,content
wira sugiono,5,10/25/2022 2:39,sangat mudah
Robby Vads,4,10/25/2022 2:26,Aplikasi yang sangat membantu di kala ingin mencari tiket transportasi beserta hotel2
Ayu 1995,5,10/25/2022 2:02,Click uang yg 5 jt ma si anak yg bisa ka dlu yu uu'Wwwwu Yuyu u yuhuu di Indonesia itu ternyata zz di dunia INI YANG AKAN SAYA Krn zat 66 Yui jco JJ j JK j JJ j jgn j km j MK KK j MK jk KK j ujian link-link h hj j mm khh JJ JJ h JJ JJ Thomson di Indonesia itu yg YA
Gunawan S. Francisco,5,10/25/2022 0:59,ok
Dion Magangsau,4,10/25/2022 0:21,sangat membantu
Rizky Mamy,5,10/24/2022 23:14,good
Yudi Setiawan,5,10/24/2022 22:23,lumayan
Alterio Fam,5,10/24/2022 22:16,pelayanan cepat.
Yoga amo,3,10/24/2022 22:02,3 bintang dulu baru nyoba soalnya
eti mulyati,5,10/24/2022 21:39,pelayanan cepat dan muxah
Siddiq Bb,5,10/24/2022 21:01,ok
Hadriyani,1,10/24/2022 20:52,"Saya ingin mengajukan refund tidak bisa sama sekali padahal tidak ada di jelaskan d kebijakan sebelumnya, dan ingin reschedule pun tidak bisa sama sekali aplikasi yang mengambil hak orang lain"
Julianto Julianto,5,10/24/2022 18:51,Very Good
Bobi Stiawan,5,10/24/2022 18:06,keren
Feni Nuraini,3,10/24/2022 15:30,Ini saya mau tanya kenapa maps di Traveloka untuk hotel ga bisa di buka? Atau di akses dengan google maps? Bagaimana cari tau lokasi hotel nya?? Dulu bisa maps nya di buka skrng ga bisa.
mugi widodo,4,10/24/2022 14:57,good
Muhammad Sardi,5,10/24/2022 14:36,good
Adi Winarno,5,10/24/2022 14:17,sangat membantu
anto lombok (lombok),5,10/24/2022 14:04,mantap
NAZARA FIT CENTER,5,10/24/2022 14:04,bagus dan membantu
CHARLI IBNU CHALDUN,5,10/24/2022 14:02,oke
Oppo Reno,5,10/24/2022 13:56,Memudahkan segala urusan perjalanan
Rian Surya Pasande,5,10/24/2022 13:33,Terbaik👍👍👍
Harriandy Hendrawan,2,10/24/2022 13:32,"Tdk ada pembayaran via cimb niaga,gopay,ovo ataupun dana..gimana donk"
Kartini MasaKini,5,10/24/2022 13:29,"sangat membantu keluarga mencari rekomendasi penginapan, tempat bermain untuk anak, perawatan, dan lain-lainnya. mana banyak voucher dan berbagai penawaran menarik lainnya yg sayang untuk dilewatkan"
muhammad nurhalis,5,10/24/2022 12:33,bagus
DRS BAMBANG TJIPTO PRIJOKO,3,10/24/2022 12:18,Bagus
Sutimin Yudha,5,10/24/2022 11:59,mantap
Ahmad Dzikron,1,10/24/2022 11:37,sebelnya gk bisa di refund
iwayan tantri,5,10/24/2022 11:12,sangat baik
Ari Reri,5,10/24/2022 11:10,sukses trs traveloka....
natalia ilmeda,5,10/24/2022 11:04,"bagus, lumayan murah"
Nita Andriyani,1,10/24/2022 11:03,"bulan kemarin bayar cc masih bisa tf pke mbangking mandiri, ko sekarang gak bisa ? loadingnya lama bener lemot"
maskoko bpp,5,10/24/2022 11:03,Oke...sipp lanjutkan
Charlimerandi Charli,5,10/24/2022 10:59,mantap
Lia Afrina,5,10/24/2022 10:40,mantap
Wafha Ardiana,5,10/24/2022 10:39,Jalan-jalan ternyata bisa terjangkau itu. Promonya banyak banget. Tiap minggu ada terus 👍🏻
Stepanus,5,10/24/2022 10:34,The best
ahmad nurul fuad,1,10/24/2022 9:53,"Awal saya instal ini semua baik2 saja,sampai saya ajukan payletter udah dapat limit 1.8jt,2x transaksi pakai payletter limit saya dikurangi jadi 1jt dg alasan ada keterlambatan pembayaran padahal sebelum jatuh tempo pasti sudah saya bayar,alasan kedua ada pemakaian mendadak,saya kalau pakai payletter pasti untuk sesuatu yg mendadak diluar rencana keuangan saya. Kredit apapun selama tidak ada gagal bayar harusnya limit tidak dikurangi atau minimal limitnya tetap."
Etty Rajajara,1,10/24/2022 9:32,mksi traveloka sangat bermanfaat biar tdk pergi untuk beli2 lagi di luar rumah
Deni Fidiyanto,5,10/24/2022 9:07,Sangat membantu.
Arsha Pranayoga,5,10/24/2022 7:13,Nice
Ary Bangetz,1,10/24/2022 6:58,Aplikasi beleng2
nola dwi estevan,5,10/24/2022 6:37,sgt mbntu
Yulianti Sylvia,5,10/24/2022 6:30,semakin lengkap dengan banyak pilihan diskon 😍😍
Pratiwi Suyanto,1,10/24/2022 6:23,"Tolong dong untuk pembayaran BCA yg via mbanking d perbaiki kya sebelumnya... Kesusahan klo byar"""
Intan Gandini,5,10/24/2022 6:07,"Nggak nyangka, pesen tiket kereta malah dapat Krispy Kreme. Layanannya bagus banget Traveloka. Keren! 😇"
Aldy Lazaroni,5,10/24/2022 5:58,aku suka
inal zery,1,10/24/2022 5:31,Refundddd nya ampun dah. Operator bilang 40hari dr 24 Agustus sampe skrg belum ada perkembangan. Ga jelas lama2 nih
Mhd. Adikasyafira Aziz Harahap,4,10/24/2022 4:07,"Nggak bisa masuk, tolong developer ditangani!!!"
Ramot Erwin Sihombing,5,10/24/2022 3:57,aplikasi bagus
Jepri Gonjales,2,10/24/2022 3:53,Aplikasi ini sangat membantu dalam penerbang.saya kasih bintang 2 dulu karna baru memulai.n
Mylife 501,5,10/24/2022 3:50,"Untung aku punya Aplikasi Traveloka jadi ketika mau cari penginapan udah jadi satu sama aplikasinya, sangat mempermudah"
Analia Wulandari,5,10/24/2022 3:50,Saking nyamannya pakai aplikasi Traveloka sampai nggak mau pindah ke aplikasi lainnya
Micky Taurus,5,10/24/2022 3:23,mantap
Alan Alda Nugroho,5,10/24/2022 2:42,Navigasi fitur-fiturnya simpel. Semua gampang dijangkau. Jadi nggak bingung pakai appsnya.
Rahmatia Fadhilah,4,10/24/2022 2:25,kurang detail dalam menjelaskan metode pembayaran
Donni Damanik,1,10/24/2022 1:19,"Aplikasi ga jelas. Mau nambahin nomor handphone aja ga bisa, asik server error terus. fiturnya kebanyakan error. Dulu bagus skrg ntahlah ga jelas"
laksmi erlangga,5,10/24/2022 1:15,traveloka is the best
Sunar Saputra,1,10/23/2022 15:40,"Knp harga tiket pesawat f trevelloka berdeda,diwktu yg sama, pdahal aplikasi sama,"
Ulfah Rahmi Ghazali,5,10/23/2022 15:32,ok
Jitro Taek,5,10/23/2022 15:27,Aplikasi ini sangat cocok cari tiket murah🙏
Mei Tanto,5,10/23/2022 15:14,Mantap
Guide Local,3,10/23/2022 15:02,"Saya logout, lalu mau login tiba tiba gak bisa... Ketik lupa password, eh katanya belum jadi member. Lha 3 hari lalu baru pesan..."
Agusman Gulo,1,10/23/2022 14:49,"Awalnya saya respect dan kasih bintang 5,tapi sekarang tidak makanya kasih bintang 1 saja. Mendaftar payleter susah banget padahal data semua sudah lengkap"
Ricky Argay,1,10/23/2022 14:45,"Limit saya di non aktifkan, dari awal daftar sampe skr blm pernah di pake, pas mau di pake di cek malah di non aktifkan, hadeeeeh gak jelas dah"
Choiriyah Arik,5,10/23/2022 14:20,sangat membantu sekali dalam pembelian tiket pesawat...
rosi artanti,5,10/23/2022 14:00,Dapet paylttr tp ga bs dipakai gmn
meliameliawati yenfi,1,10/23/2022 13:42,"Bintang 1 dulu sampai proses refund saya kembali , ini sudah lebih 6 bulan refund belom balik, gila banget. Saya tggu kelanjutan nya , masa refund tiket paling lama 90hari ini sudah 6bulan mau ke 7 bulan, parah banget."
Rega Jaguar Channel,1,10/23/2022 13:40,Aplikasi pengecut
selamat abdurrasik,5,10/23/2022 13:32,ok
Ruwaida Laila Rossa,5,10/23/2022 13:21,The best app for healing! 🥳🥳
Putri Intan Cahya,5,10/23/2022 12:54,"Untuk masalah harga itu juga terjangkau, dan pastinya kualitasnya juga oke banget. Diskonnya nggak main-main."
Alfin Hermanto,5,10/23/2022 12:45,Cara penggunaan yang sangat mudah
Lukman Hakim,4,10/23/2022 11:38,good
Andi Marwandi,5,10/23/2022 11:26,keren
Bg jengot Bandung,5,10/23/2022 10:51,sangat membantu
Trio Diswan,5,10/23/2022 10:25,Traveloka isthe best
Devina Wilda Sisca Wardani,3,10/23/2022 10:24,"Biaya admin kalo pesen tiket kereta pake traveloka mahal banget. Promonya dikit, waktu batas bayarnya juga sebentar banget. So mungkin kalo mau pesen tiket kereta pake KAI access aja."
Indah Yuniarsih,5,10/23/2022 10:11,membantu banget buat pesen2 tiket
Taryono Jembatanlima,4,10/23/2022 10:06,oke
Jaka Permana,5,10/23/2022 9:00,mantap
Dedy Fer,2,10/23/2022 8:49,"Kenapa ya, paylaterku gk bisa digunakan di eat delivery 😭, sebelumnya bisa digunakan, semenjak limitnya bertambah jadi gk bisa digunakan 😭"
ardy ardyan,5,10/23/2022 8:13,staycation murah pake Traveloka
Zunaini Zaari,5,10/23/2022 6:29,sangat membantu untuk perjalan.
Olowan Ibrahim,5,10/23/2022 5:34,GOOD EASY
junihar amri,5,10/23/2022 4:26,keren dan cepat.. terimakasih
Dedi Hermadi,5,10/23/2022 4:09,Terimakasih banyak membantu memudahkan perjalanan saya 🙏
muh Risnandar,5,10/23/2022 2:51,bagus
anggraini angger,5,10/23/2022 1:43,sangat membantu sekali
Taufik Square,5,10/23/2022 1:09,bagus
Billy Wirajaya,1,10/23/2022 1:02,"Selama ini kiranya bagus, tapi kemaren penerbangan dibatalkan maskapai mau di refund ga bisa, karena kode verifikasi ga dikasih. Jadi tiket yg udah dibeli hangus semua bapak.............. 👹"
dava abu,5,10/23/2022 1:00,best app ticket hotel dan peswat
IMMA TRI WIDYASTUTI,5,10/23/2022 0:59,Healing bareng bestie tak pernah senyaman ini. Thanks Traveloka!
Sulis tiah anggarrita Nurdevi,5,10/23/2022 0:52,"Aplikasi anti ribet. Dari urusan pesan sampai complaint, semua bisa dilakuin dalam 1 aplikasi."
Azhie azizi,5,10/23/2022 0:20,terimakasih traveloka
Anton RH,4,10/22/2022 23:45,ok
Mingan Deliana Sitohang,5,10/22/2022 23:38,Ok
Pengguna Google,5,10/22/2022 22:54,ccln tagihan murah
Paii Kroco,3,10/22/2022 16:54,not bad la
Fala Satya,1,10/22/2022 15:50,"Kecewa, bangke"
Suherman Aruslim,5,10/22/2022 15:43,Bgus bgt
RD 6969,5,10/22/2022 14:54,mantap
irmanika kumalasari,1,10/22/2022 14:49,Kenapa gelap?
Muhammad Mulyandi,1,10/22/2022 13:56,Aplikasi bapuk
Ardiasyah Ardiasyah,5,10/22/2022 13:51,mantap
Irma Zee,5,10/22/2022 13:16,segalanya jadi mudah hanya lewat jempol😁
Su Maji,5,10/22/2022 12:13,Pilihan metode pembayaran banyak. Jadi gampang kalau lagi gak bisa ke ATM.
Aryana Nana,2,10/22/2022 11:45,Traveloka sekarang makin di update makin gak jelas bukti nya setelah di beli malah gak ke beli Traveloka gak jelas
Harvita Santi,5,10/22/2022 11:37,saya sangat suka tereveloka sangat sangat membantu top banget
Habily Ar Ridho,4,10/22/2022 11:23,ok
teguh budi,5,10/22/2022 11:17,goood
Dilla Fitriani,5,10/22/2022 10:52,"Fitur Xperience Traveloka ini sangat berguna untuk nyari tempat wisata. Tinggal cari wahana terdekat, bisa langsung beli tiketnya. Chakeeeup! 🚶🏻🚶🏻‍♀️"
Dedi Indarto,5,10/22/2022 10:46,"Terpercaya, Pelayanan sangat bagus, cepat dalam menyelesaikan permasalahan."
Widhi Setyawan,5,10/22/2022 10:00,oke boss
Madhii Achmad,5,10/22/2022 9:22,Bagus
Pardy Sardy,1,10/22/2022 9:05,Kenapa kalau reschedule bagasi sebelumnya hilang
Siti Latifah,5,10/22/2022 9:03,"App terfavorit kita sekeluarga,yang selalu setia menemani segala aktifitas kita mulai dari hotel,makanan,atraksi dan masih banyak lagi..Pokoknya suka banget dan selalu cinta..Saranghae Traveloka🫰"
Iksan Nudin,1,10/22/2022 8:53,"Ta* emang pesen bus Di traveloka nggk bisa Di refund rugi besar kalo begini caranya. Untuk yang belum pake jangan coba"" pake aplikasi ini.. nggk jelas. mementingkan sendiri. Cukkk"
Yudi Supriadi,3,10/22/2022 8:32,Ngajuin payleter nya dah seminggu ga brubh2 setatus nya.mulai hari ni tanggal 22-10-2022 saya hapus apk nya. Dah ga ngareup lagi
Ihwan surya putra,5,10/22/2022 8:06,Bagus
Yudo Sidikoro,5,10/22/2022 7:54,sangat memudahkan mobilitas...
Ricky Wijaya,5,10/22/2022 7:47,Good ap
Tuan Tofan12,5,10/22/2022 7:27,Saya mau coba dahulu ya mudah2 oke pesan tiket traveloka
Diyah Ayu Lina Khoirunnisa,5,10/22/2022 7:24,"Untung aku udah kenal traveloka sejak dulu, memang sangat membantu dalam perjalanan travelling keliling wisata bareng keluarga🚶🏻🚶🏻‍♀️"
Vivo Y21,5,10/22/2022 7:12,"cukup membantu , mantap !"
Faisal Rachman,5,10/22/2022 6:58,"Great Application, Thanks"
Mohamad Derajatullah,5,10/22/2022 6:56,bgus
Abdilah Sovan Rachmawan,5,10/22/2022 6:32,permudah perjalanan
Syaiful Bahri,5,10/22/2022 6:14,terimakasi banyak
jimmy renato,5,10/22/2022 5:49,cepat
Rusdy Yanto,5,10/22/2022 5:44,@simple pay order very easy destination 🤗i hope exciting traveling acomodasi 👌
Moh Soleh,5,10/22/2022 5:42,sangat membantu
Evaabi eva,5,10/22/2022 5:16,ok sangat membantu
Abiblalu Official,4,10/22/2022 4:33,Saya agak kecewa dengan rescundlenya terlalu lama uang kita untuk di kembalikan.harus nunggu 90 hari
fauzan andri,5,10/22/2022 4:01,beli tiket travel Bandung Jakarta pakai aplikasi Traveloka bisa memilih lokasi dan travel yg cocok dengan kebutuhan kita.
andi irawan,5,10/22/2022 3:58,solusi mencari hotel dengan cepat dan praktis
Mimi Yulanda Sary,5,10/22/2022 3:57,bagus dan cepat....
Pera Yuniasih,5,10/22/2022 2:43,"Pas lagi wisata, pasti deh kalau cari tempat penginapan pakai aplikasi traveloka. Mudah, pilihannya banyak, dan membantu banget."
Ryan Zeini Rohidin,5,10/22/2022 2:21,"Alumni bintang 5 nih, cuma kecewa gegara capek2 poin yg bertahun2 dikumpulkan terus order eats dicancel si driver alhasil poin malah ikut Angus kaga dibalikin."
Dhanu Turonggo,5,10/22/2022 2:13,ok
Baran Subaran,5,10/22/2022 1:39,sangat membatu sekali dalam berpergian dan mencari penginapan
Arkhe Prasetio,1,10/22/2022 1:37,susah cari bus nya ndah bekali kali ngak bisa
Mustaim Faruq,1,10/22/2022 1:19,Kacau gak ada pemberitahuhanya
Muhamad WAsihin,5,10/22/2022 1:18,trimakasih
Indah Dwi,5,10/22/2022 0:41,Diskonnya banyaaaaaaaaak banget. Sampai bingung pilih yang mana 😆
Asep Yulfakar,5,10/22/2022 0:11,mudah banget booking hotel
Muhamad Fariz,5,10/21/2022 23:39,Ani Nurhayani 15 Fariz
Ibnu AR Sulaksana,1,10/21/2022 23:28,Kecewa...gak jelas masa pengajuan paylater d tolak harusnya liat history..yg baru aja instal d acc..hapus aja aplikasi ..beralih ke yg lain 😀
musyid musyid,5,10/21/2022 23:23,Semoga amanah selalu
yudi 24,5,10/21/2022 23:21,Memudahkan dalam penjadwalan perjalanan
Jeep house Garage,5,10/21/2022 23:02,Aplikasi terbaik memudahkan perjalanan dan liburan anda sekeluarga
andre mustadjab,5,10/21/2022 22:09,beli ticket masuk Ancol 221022 & tempat wahana yang lain di Traveloka sangat mudah & cepat harganya ada discount
Fahar Udin,5,10/21/2022 21:44,bagus
muhammad djundi,1,10/21/2022 21:30,"Sangat kecewa terhadap Traveloka, pengajuan Refund dari tgl 6 Februari 2022 sampai skrg blm di kembalikan/ditransfer"
Alunasya Rahadica,1,10/21/2022 19:52,Masih disuruh bayar cicilan padahal pesanan sudah dibatalkan.
Muhamad Amin,5,10/21/2022 19:20,Mantap bagus dan amanah......!
Frans Polim,5,10/21/2022 17:05,mantaap
Muhammad Deni Deni,5,10/21/2022 16:38,bagus
Raya Viola Chanel,5,10/21/2022 16:08,mantap
efenfauzi,5,10/21/2022 16:05,memudahkan sekali pesan hotel melalui aplikasi
Bero276,5,10/21/2022 15:03,mantap semoga semakin sukses
Andi Inhezt Pramudita,5,10/21/2022 14:47,Sangat baik
siyem mandala,5,10/21/2022 14:42,TOP BGT
alex goldwing,5,10/21/2022 13:46,mantap
ika Purmasari,3,10/21/2022 13:29,Jjl
ade beman,4,10/21/2022 13:06,ok
hardani wijaya,5,10/21/2022 12:38,good
ayu palupi,5,10/21/2022 11:09,the best
Ananda Rizki,1,10/21/2022 11:08,Sekarang kok pesen bus tiketnya cuma bisa 1 doang sih
Etri Shinta Devi Rambe,2,10/21/2022 10:47,"Kecewa sekali, seminggu yang lalu pesan tiket dan dihari sama refund karna mau ganti jadwal, dari 2.4jt cuma dapat 1.8jt. Katanya sih kebijakan maskapai, yaa memang karena beda maskapai juga tapi cuma beda berapa jam aja bisa jauh bangett gitu potongannya. Ehh hari ini muncul notif traveloka yang bilang ""100% uang kembali untuk tiket penerbanganmu (refund cepat, tanpa tambahan biaya s/d 1 hari sebelum keberangkatan"". Herannn"
Putra Breaker,1,10/21/2022 10:29,ternyata dari maskapai tidak bayar untuk reschedule tapi dari Traveloka ada biaya tambahan walaupun tidak besar
diniiirahmawatiii dewiii,5,10/21/2022 10:24,nice
Amput Sidabutar,5,10/21/2022 10:12,proses cepat
CME 27,5,10/21/2022 9:57,kurang kupon diskon aja hehe
Bang Dendy,5,10/21/2022 9:52,Mantap
erma meme,3,10/21/2022 9:42,Apakah traveloka paylatter skrg tidak bs digunakan untuk eat delivery?
Siti nur Masitoh,4,10/21/2022 9:33,Bagus
Rudi rafael,5,10/21/2022 9:23,sangat mudah
Saban Sudirman,5,10/21/2022 9:16,Baru coba
ARIF HASTON,5,10/21/2022 8:55,ok
Yusuf Bachtiar,5,10/21/2022 8:50,good
Adi Purwanto,5,10/21/2022 8:45,oke bgt
Manji Jumrani,5,10/21/2022 8:37,Eo
Jaya Moko's,4,10/21/2022 8:31,super
Ajies Aja,5,10/21/2022 8:28,yesss mantapsss
EmpatJ Music Channel,5,10/21/2022 8:04,Nice
Roy August,5,10/21/2022 7:52,saya mau kemana2 nggak binggung lagi....😁😁
Titania Nova,5,10/21/2022 7:16,Udah langganan bgt sama traveloka.. sampai sekarang good bgt pelayanan nya gak ada kendala 👍👍👍👍👍 secintaa itu sama apk satu ini 🤩
Decky Sutarto SW,5,10/21/2022 6:51,sangat memuaskan ... mantaabe
Mulyanto Mulyanto,5,10/21/2022 5:35,praktis kemana aja dengan traveloka
Dom Gombel,5,10/21/2022 4:48,tingkatkan promonya dong
SUTAR RUNA,5,10/21/2022 3:47,Sangat membantu sekali buat kita para traveller.
Pratama Adji,1,10/21/2022 3:20,mahal gak ada diskon
Asil Nisrina,5,10/21/2022 3:00,Lebih milih pakai Traveloka karena nyamannya sih. Simple dan semua ada 🥰
BUDIANTO 82,5,10/21/2022 2:56,makasih
Andre Priyanto,4,10/21/2022 2:38,.z
Alviatul Musfiroh,5,10/21/2022 1:33,"Udah 3 tahun pakai Traveloka dan masih nyaman pakai ini. Karena semuanya gampang. Urusan refund aja simple, tinggal sat set, langsung balik. Jadi nggak perlu repot ina itu. Thanks! 🤩"
Cindy Arista Dewati,5,10/21/2022 1:29,Bintang 5 untuk kenyamanan dan keamanannya. Terbaik!
Heni Kuswari,5,10/21/2022 1:21,"Ini dia temen setiaku yang selalu ngebantu aku kalau pengen healing kemana, luv ❤❤ banget deh pokoknya sama traveloka"
Avreda Ayu Setyareni,5,10/21/2022 0:45,Pelayanan yang bagus dan maksimal bikin aku puas pakai aplikasi Traveloka.
Sugiyo Sugiyo,5,10/21/2022 0:43,sangat membantu
Erna Erna,2,10/21/2022 0:28,"Kenapa harga d apk sma byar lngsung beda,kdang kita sdah BO pas cek in lngsung kta ya tidak ada bo atas nama kita."
Dwi Ryan,5,10/21/2022 0:18,sngt mmbntu
Dd ***yah,4,10/20/2022 23:53,Sangat terbantu dengan aplikasi ini. Semoga lebih dan lebih baik lagi
Listio Aja,5,10/20/2022 23:53,"cepat,,mudah"
Syarif Asad,5,10/20/2022 22:43,"Terima kasih Traveloka, melayani setiap saat"
Ahbab Online,1,10/20/2022 22:24,"saya pesan tiket dan ingin membatalkan ,refund nya kena biaya dan duit dtransfer tidak memuaskan,giliran bayar full giliran batal di potong"
Sulis Hariati,5,10/20/2022 22:20,Mempermudah mencari tiket se waktu 2
Adrian Ahat,5,10/20/2022 18:51,pelayanan sangat bagus
Paduan Aryon,5,10/20/2022 17:38,mantap aplikasi yg sangat membantu aktivitas
MOH MOESHLICH,5,10/20/2022 16:40,mantap
Sri Hidayati,4,10/20/2022 16:29,mudah dan cepat
Albarra Kusuma Wibawa,5,10/20/2022 16:26,👍👍👍
Suwardi Suwardi,5,10/20/2022 16:14,👍
Tara Gustilia,1,10/20/2022 14:55,Kenapa saya mau pesan tiket KAI kok tidak bisa
yuke aditya aguste safari azhar,5,10/20/2022 14:16,terbaik
Arif Ar,5,10/20/2022 14:05,ok
Soleh Hasan,5,10/20/2022 13:49,"Saya sangat suka aplikasi nya mudah untuk usaha juga, Kalau bisa tambah tiket kapal, agar lebih mudah lgi untuk usaha sambilan"
Desi,5,10/20/2022 13:30,Fitur-fiturnya banyak. Sesimple bisa ngelist harga tiket pesawat dari yang termurah bikin gue yang pejuang diskon jadi terbantu. Tabik! ⭐
yoga pranata,1,10/20/2022 13:02,"Kenapa sekarang kok mau pesan travel agak susah, selalu muncul sistem sedang diperbaiki. Why?"
andi ahmad zainal,5,10/20/2022 12:49,top
Bubu,5,10/20/2022 12:38,ok
soleh fudin,5,10/20/2022 12:23,Good
Erryta Subariasari,5,10/20/2022 12:08,terpercaya
Trio Bastoro,5,10/20/2022 12:06,mantap
Putri Wahyuningsih,5,10/20/2022 11:58,"Sejak pakai Traveloka, jadi tidak lagi dipersulit dalam urusan pesan hotel dan tiket pesawat. Berguna sekali untuk saya yang sering bepergian untuk perjalanan bisnis."
Anton Anton,4,10/20/2022 11:31,ok
Edwin Oping,5,10/20/2022 11:09,Terus meningkatkan layanan kepada segenap pelanggan digital
renat ong,5,10/20/2022 10:40,Pelayan luarbiasa. Keamanan terjamin. Kalau bisa dipertahankan. Harga relatif bagus. Terima kasih. Sukses selalu TUHAN MEMBERKATI
amaludin malik,5,10/20/2022 10:36,travelola emang mantaps... memudahkan perjalanan dan liburan keluarga kami..
Dian Muharam syah,1,10/20/2022 10:34,"pembayaran sudah lunas bahkan surat lunas pun sudah ditangan , kenapa update OJK nya telat?"
Julsen Alvin,5,10/20/2022 10:19,sangat menghemat waktu
Yudhistira Saputra,5,10/20/2022 9:49,karena traveloka travelling jd mudah. Terima kasih traveloka
dhizky Rexlona,5,10/20/2022 9:37,bagus sekali
In Dra,3,10/20/2022 9:11,baik2 aja. pilihan tiket pesawat makin sedikit
Bambang amir Triyanto,3,10/20/2022 9:03,Ya 4G LTE 22
aditya heri,5,10/20/2022 8:48,good
Maulana Hamdani,5,10/20/2022 8:42,keren banget
Cah ndhableek Ndhableek,5,10/20/2022 8:40,puas
Mufti Ridwan,5,10/20/2022 7:12,Bagus
nur oppo,5,10/20/2022 6:05,👍
RIZAL CARGO,3,10/20/2022 5:46,Lumayan baik
Erick Hendro,5,10/20/2022 5:43,"luar biasa, cepat, mudah dan aman"
Haifa ainun channel,5,10/20/2022 5:38,excellent service
Agie Haryanto,1,10/20/2022 5:23,"Semakin tidak bagus aplikasiny.. Masa akun selama pandemi covid tdk d pakai, dan skrng mau d pakai kmbli malah tidak bisa, malah hilang semua, termasuk email dan no Hp yg d gunakan malah tidak terverifikasi.. Semakin tidak memuaskan.."
Djokowi Kontak,1,10/20/2022 4:58,Gak bisa masukan alamat untuk paylater
Mahendrata Sudibja,4,10/20/2022 4:52,lumayan
Muhammad Azka,5,10/20/2022 4:41,cepat mudah pelayananya
Adi Kuswanto,5,10/20/2022 3:13,bagus sangat membantu
Nirwan Thohir,5,10/20/2022 3:11,manthap
Ali imran,4,10/20/2022 2:53,saya suka caranya gampang
sabar arunk,4,10/20/2022 1:49,kmna2 jadi gampang
Dewi Panda,5,10/20/2022 1:29,baik
Fina Furi Fatmawati,5,10/20/2022 1:25,Salah satu aplikasi terbaik yang ada di HP gue! Mau sungkem sama IT Supportnya. Kalian keren! 👍🏻
ajie yoga,5,10/20/2022 1:22,Terbaik traveloka
Adelia Dwi O,5,10/20/2022 1:17,Pilihan hotelnya banyak banget. Jadi bisa pilih hotel yang sesuai budget. Semua jadi terjangkau!
esteR Rini,5,10/20/2022 0:21,good
aries subiyakto,5,10/20/2022 0:20,Traveloka Mantaap...Oke
Zainut Taqwim,5,10/19/2022 22:19,mudah
Rudi Rdx,4,10/19/2022 22:02,Sangaat membantu
Nurmi Albugisi,5,10/19/2022 21:11,Sangat membantu dalam perjalanan
Arya Satya Nugraha,5,10/19/2022 18:49,mantap
Teti Huriah,5,10/19/2022 16:52,traveloka mantap dan sangat membantu
Helen Norawaty,5,10/19/2022 15:59,Coba
Yudhistira Eka,1,10/19/2022 15:14,"Kecewa berat sama aplikasi ini, bner2 kecewa pantes makin ke sini makin sepi pengguna !! Sehari bisa dapat 2 masalah di eats delivery nya belum lagi lambat penanganannya. Kalau memang belum siap buat layanan antar makan/minum jangan di paksakan, mending tutup tuh layanannya"
BUDIMAN BAHRI,2,10/19/2022 14:26,Saya kesulitan mendaftar paylater saat isi alamat dan tekan selesai. Tidak ada respon
Chinta Sitio,5,10/19/2022 14:18,baik
Maulana Arvian,5,10/19/2022 13:23,Good app
Muhammad Zacky,4,10/19/2022 13:15,excellent
Tita Seviana,5,10/19/2022 13:07,Nyaman pakai Traveloka karena pembayarannya mudah dan banyak pilihan metode pembayarannya. Transaksi jadi cepet dan simpel. ✌🏻
Napsia Basuni,5,10/19/2022 13:03,terma kasih traveloka...dengan adanya payletter sangant membantu
Nur Halim,5,10/19/2022 12:50,mantap
Cybil Yosara,1,10/19/2022 12:27,Saya pesan tiket Bis jakarta-jambi fasilitas yang tertera di Aplikasi tidak Sesuai dengan bis yang saya naiki. Di aplikasi tertera USB charging dan ruang merokok tetapi pas saya naik bis nya tidak ada atau tidak sesuai dengan fasilitas yang tertera di Aplikasi
Sandy Wiguna Nugraha,1,10/19/2022 12:21,Mau ngajuin paylater ribet amat
Yoga Chien,5,10/19/2022 12:15,ingin kemana mana jadi lebih mudah
Puri Rahmawati,5,10/19/2022 12:10,"Nice UI/UX! Navigasinya gampang, mudah dicari dan dijangkau. Keep it up 👊🏻"
THO'IFAHLATHIFATHUL AKHFA,5,10/19/2022 12:06,"Udah hampir 2 tahun pakai Traveloka, baru kesampaian bikin review. Kalau urusan kenyamanan, Traveloka nggak usah diraguin. Thank you! ✨"
Mita Yuli Rahayu,5,10/19/2022 12:05,Install Traveloka karena banyak promo dan diskon 👍🏻
JEFFRY TUERA,5,10/19/2022 12:02,Traveloka memang ok
Redy Kristanto,5,10/19/2022 11:14,Alat modren
asty calfaudia,4,10/19/2022 10:43,Bagus ngebantu sekali
JERIKO PARSAULIAN,5,10/19/2022 9:49,mantap
Arabon Haddad,3,10/19/2022 9:26,you good
Zoya noor Zara,5,10/19/2022 9:25,good
Titin Mega oktavia,5,10/19/2022 8:58,mantap
Andhika Novianto,5,10/19/2022 8:55,Aplikasi traveloka memang mantap buat pesen tiket buat keliling dan sillaturahim ke rumah saudara yang jauh
Novri Langsa,1,10/19/2022 8:29,Iklan terlalu sering keluar mengganggu
Triananda Yogi,5,10/19/2022 8:20,cepat & banyak pilihan nya
sugianto adhi,5,10/19/2022 8:18,Memudahkan utk bepergian kemanapun.
